name,scryfall_id,set,collector_number,type_line,oracle_text,color_identity
"Niv-Mizzet, Visionary",7a69a618-d588-4745-8ede-0ff0a9f356f1,fdn,123,Legendary Creature — Dragon Wizard,"Flying You have no maximum hand size. Whenever a source you control deals noncombat damage to an opponent, you draw that many cards.",RU
Noble Heritage,3e49fd5a-6893-4a06-b835-4bf611c9ada1,clb,35,Legendary Enchantment — Background,"Commander creatures you own have ""When this creature enters and at the beginning of your upkeep, each player may put two +1/+1 counters on a creature they control. For each opponent who does, you gain protection from that player until your next turn."" (You can't be targeted, dealt damage, or enchanted by anything controlled by that player.)",W
"Noctis, Prince of Lucis",1881a66b-956d-4bab-b578-5b2d3407c972,fin,235,Legendary Creature — Human Noble,"Lifelink You may cast artifact spells from your graveyard by paying 3 life in addition to paying their other costs. If you cast a spell this way, that artifact enters with a finality counter on it.",BUW
Nocturno of Myra's Marvels,af1d19cd-e51d-4cee-97ca-1aa646d5bf30,unf,82,Legendary Creature — Vampire Performer,"As Nocturno of Myra's Marvels enters, choose a word with five or more letters. Whenever you cast a spell with the chosen word in its rules text, you draw a card and you lose 2 life. Partner (You can have two commanders if both have partner.)",B
"Nogi, Draco-Zealot",86e576f2-8f9f-4bbf-85c4-b99ecb665412,tdc,226,Legendary Creature — Kobold Shaman,"Dragon spells you cast cost {1} less to cast. Whenever Nogi attacks, if you control three or more Dragons, until end of turn, Nogi becomes a Dragon with base power and toughness 5/5 and gains flying.",R
"Norika Yamazaki, the Poet",09cb553c-58c1-4cfd-b441-297b5f09b263,neo,31,Legendary Creature — Human Samurai,"Vigilance Whenever a Samurai or Warrior you control attacks alone, you may cast target enchantment card from your graveyard this turn.",W
"Norin, Swift Survivalist",49f0fdf4-3881-4327-924f-2c1b67ccda93,dsk,145,Legendary Creature — Human Coward,"Norin can't block. Whenever a creature you control becomes blocked, you may exile it. You may play that card from exile this turn.",R
Norin the Wary,f61ea59a-1db0-4e6b-bcde-19787c76a49b,tsp,171,Legendary Creature — Human Warrior,"When a player casts a spell or a creature attacks, exile Norin. Return it to the battlefield under its owner's control at the beginning of the next end step.",R
Norman Osborn // Green Goblin,d5c53af9-7150-4e78-8771-2de7980aa307,spm,39,Legendary Creature — Human Scientist Villain // Legendary Creature — Goblin Human Villain,,BRU
"Noyan Dar, Roil Shaper",018a66fc-e7aa-42df-a622-50743cb20183,bfz,216,Legendary Creature — Merfolk Ally,"Whenever you cast an instant or sorcery spell, you may put three +1/+1 counters on target land you control. If you do, that land becomes a 0/0 Elemental creature with haste that's still a land.",UW
"Numa, Joraga Chieftain",6ac36353-6bf7-46b1-85cb-87d389138d32,khc,71,Legendary Creature — Elf Warrior,"At the beginning of combat on your turn, you may pay {X}{X}. When you do, distribute X +1/+1 counters among any number of target Elves. Partner (You can have two commanders if both have partner.)",G
"Numot, the Devastator",cb098692-d584-4cbe-a8b9-67bdbf7514bc,cmd,215,Legendary Creature — Dragon,"Flying Whenever Numot deals combat damage to a player, you may pay {2}{R}. If you do, destroy up to two target lands.",RUW
"Nylea, God of the Hunt",f185a734-a32a-4244-88e8-dabafbfd064f,ths,166,Legendary Enchantment Creature — God,"Indestructible As long as your devotion to green is less than five, Nylea isn't a creature. (Each {G} in the mana costs of permanents you control counts toward your devotion to green.) Other creatures you control have trample. {3}{G}: Target creature gets +2/+2 until end of turn.",G
"Nylea, Keen-Eyed",bdf894d4-1a06-4952-a481-22786ab87a73,thb,185,Legendary Enchantment Creature — God,"Indestructible As long as your devotion to green is less than five, Nylea isn't a creature. Creature spells you cast cost {1} less to cast. {2}{G}: Reveal the top card of your library. If it's a creature card, put it into your hand. Otherwise, you may put it into your graveyard.",G
"Nymris, Oona's Trickster",b8cfc97a-3c8a-4d44-846b-7a523dc11878,cmr,288,Legendary Creature — Faerie Knight,"Flash Flying Whenever you cast your first spell during each opponent's turn, look at the top two cards of your library. Put one of those cards into your hand and the other into your graveyard.",BU
Nyssa of Traken,bed41499-759d-4a3b-aabb-c462d5831956,who,51,Legendary Creature — Human Scientist,"You have no maximum hand size. Sonic Booster — Whenever Nyssa of Traken attacks, sacrifice any number of artifacts. When you sacrifice one or more artifacts this way, tap up to that many target creatures and draw that many cards. Doctor's companion (You can have two commanders if the other is the Doctor.)",U
"O'aka, Traveling Merchant",9d860089-fb88-4736-b7f4-b605551bedc8,fic,39,Legendary Creature — Human Citizen,"{T}, Remove a counter from a nonland permanent you control: Draw a card.",U
"Obeka, Brute Chronologist",dbdb335d-3e45-4dd5-9e3e-c50ca0a4dfb6,cmr,289,Legendary Creature — Ogre Wizard,"{T}: The player whose turn it is may end the turn. (Exile all spells and abilities from the stack. The player whose turn it is discards down to their maximum hand size. Damage wears off, and ""this turn"" and ""until end of turn"" effects end.)",BRU
"Obeka, Splitter of Seconds",03415c42-086e-4a2e-9be8-5cdcde83f134,otj,222,Legendary Creature — Ogre Warlock,"Menace Whenever Obeka deals combat damage to a player, you get that many additional upkeep steps after this phase.",BRU
"Ob Nixilis, Captive Kingpin",ddb68233-3683-41bd-9b6e-4f07a1b54244,mat,41,Legendary Creature — Demon,"Flying, trample Whenever one or more opponents each lose exactly 1 life, put a +1/+1 counter on Ob Nixilis. Exile the top card of your library. Until your next end step, you may play that card.",BR
Ob Nixilis of the Black Oath,fb4e4509-ffd8-4fd0-a678-19c9975d571b,cmm,176,Legendary Planeswalker — Nixilis,"+2: Each opponent loses 1 life. You gain life equal to the life lost this way. −2: Create a 5/5 black Demon creature token with flying. You lose 2 life. −8: You get an emblem with ""{1}{B}, Sacrifice a creature: You gain X life and draw X cards, where X is the sacrificed creature's power."" Ob Nixilis of the Black Oath can be your commander.",B
"Ob Nixilis, the Fallen",dc9d3ada-9d0d-489a-89b7-08f53f6601e1,tdc,192,Legendary Creature — Demon,"Landfall — Whenever a land you control enters, you may have target player lose 3 life. If you do, put three +1/+1 counters on Ob Nixilis.",B
"Ob Nixilis, Unshackled",6c727f49-833a-4b79-9946-bfbc6b06999c,2x2,84,Legendary Creature — Demon,"Flying, trample Whenever an opponent searches their library, that player sacrifices a creature of their choice and loses 10 life. Whenever another creature dies, put a +1/+1 counter on Ob Nixilis.",B
"Obosh, the Preypiercer",451507de-9c42-43ee-b9ba-1f69e9aa29d2,iko,228,Legendary Creature — Hellion Horror,"Companion — Your starting deck contains only cards with odd mana values and land cards. (If this card is your chosen companion, you may put it into your hand from outside the game for {3} as a sorcery.) If a source you control with an odd mana value would deal damage to a permanent or player, it deals double that damage to that permanent or player instead.",BR
"Obuun, Mul Daya Ancestor",8319b155-0fba-4d30-9481-bf01afbd3457,znc,2,Legendary Creature — Elf Spirit,"At the beginning of combat on your turn, up to one target land you control becomes an X/X Elemental creature with trample and haste until end of turn, where X is Obuun's power. It's still a land. Landfall — Whenever a land you control enters, put a +1/+1 counter on target creature.",GRW
"Obyra, Dreaming Duelist",63ce03ee-279b-4955-98e3-9ce1990f8b7b,woe,210,Legendary Creature — Faerie Warrior,"Flash Flying Whenever another Faerie you control enters, each opponent loses 1 life.",BU
"Obzedat, Ghost Council",4029c3a0-a999-453a-a838-7adb81e481ee,mm3,176,Legendary Creature — Spirit Advisor,"When Obzedat enters, target opponent loses 2 life and you gain 2 life. At the beginning of your end step, you may exile Obzedat. If you do, return it to the battlefield under its owner's control at the beginning of your next upkeep. It gains haste.",BW
"Octavia, Living Thesis",e9591647-bad3-4015-90d1-1646a9eb4d14,otc,103,Legendary Creature — Elemental Octopus,"This spell costs {8} less to cast if you have eight or more instant and/or sorcery cards in your graveyard. Ward {8} Magecraft — Whenever you cast or copy an instant or sorcery spell, target creature has base power and toughness 8/8 until end of turn.",U
"Odric, Blood-Cursed",81a79f5f-a65a-4b43-b58c-cdfa09cc7855,vow,243,Legendary Creature — Vampire Soldier,"When Odric enters, create X Blood tokens, where X is the number of abilities from among flying, first strike, double strike, deathtouch, haste, hexproof, indestructible, lifelink, menace, reach, trample, and vigilance found among creatures you control. (Count each ability only once.)",RW
"Odric, Lunarch Marshal",1db600b2-9b8b-4c21-8d8b-8033ec680a35,inr,36,Legendary Creature — Human Soldier,"At the beginning of each combat, creatures you control gain first strike until end of turn if a creature you control has first strike. The same is true for flying, deathtouch, double strike, haste, hexproof, indestructible, lifelink, menace, reach, skulk, trample, and vigilance.",W
"Odric, Master Tactician",13bfcec9-a789-41f1-aa3d-4e4cdd7555b2,cmm,46,Legendary Creature — Human Soldier,"First strike (This creature deals combat damage before creatures without first strike.) Whenever Odric and at least three other creatures attack, you choose which creatures block this combat and how those creatures block.",W
"Oglor, Devoted Assistant",7701cd3f-7795-44b4-9cd5-76682b7a2533,ymid,20,Legendary Creature — Homunculus,"At the beginning of your upkeep, look at the top two cards of your library, then put one of them into your graveyard. Whenever a creature card is put into your graveyard from your library or hand, it perpetually gains ""When this card leaves your graveyard, create a tapped 2/2 black Zombie creature token.""",U
"Ognis, the Dragon's Lash",636058c3-bacc-4a66-8988-832ab0cc9be6,snc,210,Legendary Creature — Lizard Warrior,"Haste Whenever a creature you control with haste attacks, create a tapped Treasure token.",BGR
Ohabi Caleria,82003d72-5138-4341-a53a-62b794f2bce1,dmc,36,Legendary Creature — Elf Archer,"Reach Untap all Archers you control during each other player's untap step. Whenever an Archer you control deals damage to a creature, you may pay {2}. If you do, draw a card.",GW
"Ojer Axonil, Deepest Might // Temple of Power",50f8e2b6-98c7-4f28-bb39-e1fbe841f1ee,lci,158,Legendary Creature — God // Land,,R
"Ojer Kaslem, Deepest Growth // Temple of Cultivation",0cbc43a3-8cba-4988-9de1-c89aedd79ada,lci,204,Legendary Creature — God // Land,,G
"Ojer Pakpatiq, Deepest Epoch // Temple of Cyclical Time",a9d71007-bc04-4dff-ad3f-e2c0b5b4400e,lci,67,Legendary Creature — God // Land,,U
"Ojer Taq, Deepest Foundation // Temple of Civilization",1ca79dd4-67fc-496c-96fc-489b039c4932,lci,26,Legendary Creature — God // Land,,W
"Oji, the Exquisite Blade",13129e63-558d-415d-87eb-616868205341,clb,290,Legendary Creature — Human Monk,"When Oji enters, you gain 2 life and scry 2. Whenever you cast your second spell each turn, exile up to one target creature you control, then return it to the battlefield under its owner's control.",UW
"Ojutai, Soul of Winter",7eb90a6b-da46-44ab-88b8-31aaffdee75b,c17,187,Legendary Creature — Dragon,"Flying, vigilance Whenever a Dragon you control attacks, tap target nonland permanent an opponent controls. That permanent doesn't untap during its controller's next untap step.",UW
"O-Kagachi, Vengeful Kami",07a42ae6-c2ca-4028-a364-70c19ce125b3,dmc,164,Legendary Creature — Dragon Spirit,"Flying, trample Whenever O-Kagachi deals combat damage to a player, if that player attacked you during their last turn, exile target nonland permanent that player controls.",BGRUW
"Okaun, Eye of Chaos",d53ee8c0-b27c-4556-b610-ff64edb7a18f,bbd,6,Legendary Creature — Cyclops Berserker,"Partner with Zndrsplt, Eye of Wisdom (When this creature enters, target player may put Zndrsplt into their hand from their library, then shuffle.) At the beginning of combat on your turn, flip a coin until you lose a flip. Whenever a player wins a coin flip, double Okaun's power and toughness until end of turn.",R
